setting,language,domain,role,category,severity,count,turns,total_sims
L2 Domain,Vietnamese,airline,user,wrong_sequence,benign,0,590,150
L2 Domain,Vietnamese,airline,user,tool_call_argument_error,critical,0,590,150
L2 Domain,Vietnamese,airline,user,tool_call_argument_error,benign,0,590,150
L2 Domain,Vietnamese,airline,user,irrelevant_tool_call,critical,0,590,150
L2 Domain,Vietnamese,airline,user,irrelevant_tool_call,benign,0,590,150
L2 Domain,Vietnamese,airline,user,tool_call_schema_error,critical,0,590,150
L2 Domain,Vietnamese,airline,user,tool_call_schema_error,benign,0,590,150
L2 Domain,Vietnamese,airline,user,revealed_info_early,critical,0,590,150
L2 Domain,Vietnamese,airline,user,revealed_info_early,benign,3,590,150
L2 Domain,Vietnamese,airline,user,other,critical,0,590,150
L2 Domain,Vietnamese,airline,user,other,benign,2,590,150
L2 Domain,Vietnamese,airline,user,interruption_error,critical,0,590,150
L2 Domain,Vietnamese,airline,user,interruption_error,benign,0,590,150
L2 Domain,Chinese,airline,agent,outcome,critical,103,729,150
L2 Domain,Chinese,airline,agent,outcome,benign,15,729,150
L2 Domain,Chinese,airline,agent,outcome,correct,32,729,150
L2 Domain,Chinese,airline,agent,guideline_violation,critical,108,729,150
L2 Domain,Chinese,airline,agent,guideline_violation,benign,21,729,150
L2 Domain,Chinese,airline,agent,missed_required_action,critical,94,729,150
L2 Domain,Chinese,airline,agent,missed_required_action,benign,19,729,150
L2 Domain,Chinese,airline,agent,incorrect_interpretation,critical,47,729,150
L2 Domain,Chinese,airline,agent,incorrect_interpretation,benign,32,729,150
L2 Domain,Chinese,airline,agent,premature_termination,critical,27,729,150
L2 Domain,Chinese,airline,agent,premature_termination,benign,2,729,150
L2 Domain,Chinese,airline,agent,inconsistent_behavior,critical,7,729,150
L2 Domain,Chinese,airline,agent,inconsistent_behavior,benign,10,729,150
L2 Domain,Chinese,airline,agent,hallucination,critical,7,729,150
L2 Domain,Chinese,airline,agent,hallucination,benign,8,729,150
L2 Domain,Chinese,airline,agent,wrong_sequence,critical,12,729,150
L2 Domain,Chinese,airline,agent,wrong_sequence,benign,2,729,150
L2 Domain,Chinese,airline,agent,tool_call_argument_error,critical,6,729,150
L2 Domain,Chinese,airline,agent,tool_call_argument_error,benign,4,729,150
L2 Domain,Chinese,airline,agent,irrelevant_tool_call,critical,0,729,150
L2 Domain,Chinese,airline,agent,irrelevant_tool_call,benign,1,729,150
L2 Domain,Chinese,airline,agent,tool_call_schema_error,critical,0,729,150
L2 Domain,Chinese,airline,agent,tool_call_schema_error,benign,1,729,150
L2 Domain,Chinese,airline,agent,revealed_info_early,critical,1,729,150
L2 Domain,Chinese,airline,agent,revealed_info_early,benign,2,729,150
L2 Domain,Chinese,airline,agent,other,critical,0,729,150
L2 Domain,Chinese,airline,agent,other,benign,1,729,150
L2 Domain,Chinese,airline,agent,interruption_error,critical,0,729,150
L2 Domain,Chinese,airline,agent,interruption_error,benign,0,729,150
L2 Domain,Chinese,airline,user,outcome,critical,40,557,150
L2 Domain,Chinese,airline,user,outcome,benign,48,557,150
L2 Domain,Chinese,airline,user,outcome,correct,62,557,150
L2 Domain,Chinese,airline,user,guideline_violation,critical,18,557,150
L2 Domain,Chinese,airline,user,guideline_violation,benign,19,557,150
L2 Domain,Chinese,airline,user,missed_required_action,critical,0,557,150
L2 Domain,Chinese,airline,user,missed_required_action,benign,0,557,150
L2 Domain,Chinese,airline,user,incorrect_interpretation,critical,0,557,150
L2 Domain,Chinese,airline,user,incorrect_interpretation,benign,13,557,150
L2 Domain,Chinese,airline,user,premature_termination,critical,9,557,150
L2 Domain,Chinese,airline,user,premature_termination,benign,12,557,150
L2 Domain,Chinese,airline,user,inconsistent_behavior,critical,18,557,150
L2 Domain,Chinese,airline,user,inconsistent_behavior,benign,37,557,150
L2 Domain,Chinese,airline,user,hallucination,critical,33,557,150
L2 Domain,Chinese,airline,user,hallucination,benign,18,557,150
L2 Domain,Chinese,airline,user,wrong_sequence,critical,0,557,150
L2 Domain,Chinese,airline,user,wrong_sequence,benign,1,557,150
L2 Domain,Chinese,airline,user,tool_call_argument_error,critical,0,557,150
L2 Domain,Chinese,airline,user,tool_call_argument_error,benign,0,557,150
L2 Domain,Chinese,airline,user,irrelevant_tool_call,critical,0,557,150
L2 Domain,Chinese,airline,user,irrelevant_tool_call,benign,0,557,150
L2 Domain,Chinese,airline,user,tool_call_schema_error,critical,0,557,150
L2 Domain,Chinese,airline,user,tool_call_schema_error,benign,0,557,150
L2 Domain,Chinese,airline,user,revealed_info_early,critical,0,557,150
L2 Domain,Chinese,airline,user,revealed_info_early,benign,3,557,150
L2 Domain,Chinese,airline,user,other,critical,0,557,150
L2 Domain,Chinese,airline,user,other,benign,0,557,150
L2 Domain,Chinese,airline,user,interruption_error,critical,0,557,150
L2 Domain,Chinese,airline,user,interruption_error,benign,0,557,150
L2 Domain,Thai,retail,agent,outcome,critical,180,2092,342
L2 Domain,Thai,retail,agent,outcome,benign,60,2092,342
L2 Domain,Thai,retail,agent,outcome,correct,102,2092,342
L2 Domain,Thai,retail,agent,guideline_violation,critical,128,2092,342
L2 Domain,Thai,retail,agent,guideline_violation,benign,54,2092,342
L2 Domain,Thai,retail,agent,missed_required_action,critical,160,2092,342
L2 Domain,Thai,retail,agent,missed_required_action,benign,62,2092,342
L2 Domain,Thai,retail,agent,incorrect_interpretation,critical,142,2092,342
L2 Domain,Thai,retail,agent,incorrect_interpretation,benign,62,2092,342
L2 Domain,Thai,retail,agent,premature_termination,critical,28,2092,342
L2 Domain,Thai,retail,agent,premature_termination,benign,4,2092,342
L2 Domain,Thai,retail,agent,inconsistent_behavior,critical,29,2092,342
L2 Domain,Thai,retail,agent,inconsistent_behavior,benign,25,2092,342
L2 Domain,Thai,retail,agent,hallucination,critical,30,2092,342
L2 Domain,Thai,retail,agent,hallucination,benign,10,2092,342
L2 Domain,Thai,retail,agent,wrong_sequence,critical,24,2092,342
L2 Domain,Thai,retail,agent,wrong_sequence,benign,8,2092,342
L2 Domain,Thai,retail,agent,tool_call_argument_error,critical,48,2092,342
L2 Domain,Thai,retail,agent,tool_call_argument_error,benign,39,2092,342
L2 Domain,Thai,retail,agent,irrelevant_tool_call,critical,11,2092,342
L2 Domain,Thai,retail,agent,irrelevant_tool_call,benign,1,2092,342
L2 Domain,Thai,retail,agent,tool_call_schema_error,critical,3,2092,342
L2 Domain,Thai,retail,agent,tool_call_schema_error,benign,9,2092,342
L2 Domain,Thai,retail,agent,revealed_info_early,critical,2,2092,342
L2 Domain,Thai,retail,agent,revealed_info_early,benign,3,2092,342
L2 Domain,Thai,retail,agent,other,critical,1,2092,342
L2 Domain,Thai,retail,agent,other,benign,5,2092,342
L2 Domain,Thai,retail,agent,interruption_error,critical,0,2092,342
L2 Domain,Thai,retail,agent,interruption_error,benign,0,2092,342
L2 Domain,Thai,retail,user,outcome,critical,127,1873,342
L2 Domain,Thai,retail,user,outcome,benign,91,1873,342
L2 Domain,Thai,retail,user,outcome,correct,124,1873,342
L2 Domain,Thai,retail,user,guideline_violation,critical,29,1873,342
L2 Domain,Thai,retail,user,guideline_violation,benign,23,1873,342
L2 Domain,Thai,retail,user,missed_required_action,critical,3,1873,342
L2 Domain,Thai,retail,user,missed_required_action,benign,2,1873,342
L2 Domain,Thai,retail,user,incorrect_interpretation,critical,11,1873,342
L2 Domain,Thai,retail,user,incorrect_interpretation,benign,16,1873,342
L2 Domain,Thai,retail,user,premature_termination,critical,28,1873,342
L2 Domain,Thai,retail,user,premature_termination,benign,24,1873,342
L2 Domain,Thai,retail,user,inconsistent_behavior,critical,39,1873,342
L2 Domain,Thai,retail,user,inconsistent_behavior,benign,86,1873,342
L2 Domain,Thai,retail,user,hallucination,critical,111,1873,342
L2 Domain,Thai,retail,user,hallucination,benign,74,1873,342
L2 Domain,Thai,retail,user,wrong_sequence,critical,0,1873,342
L2 Domain,Thai,retail,user,wrong_sequence,benign,0,1873,342
L2 Domain,Thai,retail,user,tool_call_argument_error,critical,0,1873,342
L2 Domain,Thai,retail,user,tool_call_argument_error,benign,0,1873,342
L2 Domain,Thai,retail,user,irrelevant_tool_call,critical,0,1873,342
L2 Domain,Thai,retail,user,irrelevant_tool_call,benign,0,1873,342
L2 Domain,Thai,retail,user,tool_call_schema_error,critical,0,1873,342
L2 Domain,Thai,retail,user,tool_call_schema_error,benign,0,1873,342
L2 Domain,Thai,retail,user,revealed_info_early,critical,3,1873,342
L2 Domain,Thai,retail,user,revealed_info_early,benign,2,1873,342
L2 Domain,Thai,retail,user,other,critical,0,1873,342
L2 Domain,Thai,retail,user,other,benign,3,1873,342
L2 Domain,Thai,retail,user,interruption_error,critical,0,1873,342
L2 Domain,Thai,retail,user,interruption_error,benign,0,1873,342
L2 Domain,Filipino,retail,agent,outcome,critical,131,1966,342
L2 Domain,Filipino,retail,agent,outcome,benign,74,1966,342
L2 Domain,Filipino,retail,agent,outcome,correct,137,1966,342
L2 Domain,Filipino,retail,agent,guideline_violation,critical,92,1966,342
L2 Domain,Filipino,retail,agent,guideline_violation,benign,59,1966,342
L2 Domain,Filipino,retail,agent,missed_required_action,critical,101,1966,342
L2 Domain,Filipino,retail,agent,missed_required_action,benign,81,1966,342
L2 Domain,Filipino,retail,agent,incorrect_interpretation,critical,50,1966,342
L2 Domain,Filipino,retail,agent,incorrect_interpretation,benign,55,1966,342
L2 Domain,Filipino,retail,agent,premature_termination,critical,7,1966,342
L2 Domain,Filipino,retail,agent,premature_termination,benign,3,1966,342
L2 Domain,Filipino,retail,agent,inconsistent_behavior,critical,22,1966,342
L2 Domain,Filipino,retail,agent,inconsistent_behavior,benign,22,1966,342
L2 Domain,Filipino,retail,agent,hallucination,critical,14,1966,342
L2 Domain,Filipino,retail,agent,hallucination,benign,13,1966,342
L2 Domain,Filipino,retail,agent,wrong_sequence,critical,13,1966,342
L2 Domain,Filipino,retail,agent,wrong_sequence,benign,12,1966,342
L2 Domain,Filipino,retail,agent,tool_call_argument_error,critical,37,1966,342
L2 Domain,Filipino,retail,agent,tool_call_argument_error,benign,34,1966,342
L2 Domain,Filipino,retail,agent,irrelevant_tool_call,critical,1,1966,342
L2 Domain,Filipino,retail,agent,irrelevant_tool_call,benign,1,1966,342
L2 Domain,Filipino,retail,agent,tool_call_schema_error,critical,2,1966,342
L2 Domain,Filipino,retail,agent,tool_call_schema_error,benign,4,1966,342
L2 Domain,Filipino,retail,agent,revealed_info_early,critical,2,1966,342
L2 Domain,Filipino,retail,agent,revealed_info_early,benign,2,1966,342
L2 Domain,Filipino,retail,agent,other,critical,2,1966,342
L2 Domain,Filipino,retail,agent,other,benign,1,1966,342
L2 Domain,Filipino,retail,agent,interruption_error,critical,0,1966,342
L2 Domain,Filipino,retail,agent,interruption_error,benign,0,1966,342
L2 Domain,Filipino,retail,user,outcome,critical,123,1786,342
L2 Domain,Filipino,retail,user,outcome,benign,118,1786,342
L2 Domain,Filipino,retail,user,outcome,correct,101,1786,342
L2 Domain,Filipino,retail,user,guideline_violation,critical,23,1786,342
L2 Domain,Filipino,retail,user,guideline_violation,benign,33,1786,342
L2 Domain,Filipino,retail,user,missed_required_action,critical,3,1786,342
L2 Domain,Filipino,retail,user,missed_required_action,benign,2,1786,342
L2 Domain,Filipino,retail,user,incorrect_interpretation,critical,13,1786,342
L2 Domain,Filipino,retail,user,incorrect_interpretation,benign,15,1786,342
L2 Domain,Filipino,retail,user,premature_termination,critical,22,1786,342
L2 Domain,Filipino,retail,user,premature_termination,benign,16,1786,342
L2 Domain,Filipino,retail,user,inconsistent_behavior,critical,51,1786,342
L2 Domain,Filipino,retail,user,inconsistent_behavior,benign,111,1786,342
L2 Domain,Filipino,retail,user,hallucination,critical,115,1786,342
L2 Domain,Filipino,retail,user,hallucination,benign,106,1786,342
L2 Domain,Filipino,retail,user,wrong_sequence,critical,0,1786,342
L2 Domain,Filipino,retail,user,wrong_sequence,benign,0,1786,342
L2 Domain,Filipino,retail,user,tool_call_argument_error,critical,0,1786,342
L2 Domain,Filipino,retail,user,tool_call_argument_error,benign,0,1786,342
L2 Domain,Filipino,retail,user,irrelevant_tool_call,critical,0,1786,342
L2 Domain,Filipino,retail,user,irrelevant_tool_call,benign,0,1786,342
L2 Domain,Filipino,retail,user,tool_call_schema_error,critical,0,1786,342
L2 Domain,Filipino,retail,user,tool_call_schema_error,benign,0,1786,342
L2 Domain,Filipino,retail,user,revealed_info_early,critical,0,1786,342
L2 Domain,Filipino,retail,user,revealed_info_early,benign,2,1786,342
L2 Domain,Filipino,retail,user,other,critical,0,1786,342
L2 Domain,Filipino,retail,user,other,benign,4,1786,342
L2 Domain,Filipino,retail,user,interruption_error,critical,0,1786,342
L2 Domain,Filipino,retail,user,interruption_error,benign,0,1786,342
L2 Domain,Vietnamese,retail,agent,outcome,critical,112,1868,342
L2 Domain,Vietnamese,retail,agent,outcome,benign,93,1868,342
L2 Domain,Vietnamese,retail,agent,outcome,correct,137,1868,342
L2 Domain,Vietnamese,retail,agent,guideline_violation,critical,73,1868,342
L2 Domain,Vietnamese,retail,agent,guideline_violation,benign,76,1868,342
L2 Domain,Vietnamese,retail,agent,missed_required_action,critical,73,1868,342
L2 Domain,Vietnamese,retail,agent,missed_required_action,benign,66,1868,342
L2 Domain,Vietnamese,retail,agent,incorrect_interpretation,critical,48,1868,342
L2 Domain,Vietnamese,retail,agent,incorrect_interpretation,benign,88,1868,342
L2 Domain,Vietnamese,retail,agent,premature_termination,critical,12,1868,342
L2 Domain,Vietnamese,retail,agent,premature_termination,benign,4,1868,342
L2 Domain,Vietnamese,retail,agent,inconsistent_behavior,critical,13,1868,342
L2 Domain,Vietnamese,retail,agent,inconsistent_behavior,benign,27,1868,342
L2 Domain,Vietnamese,retail,agent,hallucination,critical,18,1868,342
L2 Domain,Vietnamese,retail,agent,hallucination,benign,17,1868,342
L2 Domain,Vietnamese,retail,agent,wrong_sequence,critical,14,1868,342
L2 Domain,Vietnamese,retail,agent,wrong_sequence,benign,11,1868,342
L2 Domain,Vietnamese,retail,agent,tool_call_argument_error,critical,35,1868,342
L2 Domain,Vietnamese,retail,agent,tool_call_argument_error,benign,49,1868,342
L2 Domain,Vietnamese,retail,agent,irrelevant_tool_call,critical,0,1868,342
L2 Domain,Vietnamese,retail,agent,irrelevant_tool_call,benign,1,1868,342
L2 Domain,Vietnamese,retail,agent,tool_call_schema_error,critical,6,1868,342
L2 Domain,Vietnamese,retail,agent,tool_call_schema_error,benign,1,1868,342
L2 Domain,Vietnamese,retail,agent,revealed_info_early,critical,1,1868,342
L2 Domain,Vietnamese,retail,agent,revealed_info_early,benign,3,1868,342
L2 Domain,Vietnamese,retail,agent,other,critical,0,1868,342
L2 Domain,Vietnamese,retail,agent,other,benign,3,1868,342
L2 Domain,Vietnamese,retail,agent,interruption_error,critical,0,1868,342
L2 Domain,Vietnamese,retail,agent,interruption_error,benign,0,1868,342
L2 Domain,Vietnamese,retail,user,outcome,critical,90,1622,342
L2 Domain,Vietnamese,retail,user,outcome,benign,122,1622,342
L2 Domain,Vietnamese,retail,user,outcome,correct,130,1622,342
L2 Domain,Vietnamese,retail,user,guideline_violation,critical,25,1622,342
L2 Domain,Vietnamese,retail,user,guideline_violation,benign,31,1622,342
L2 Domain,Vietnamese,retail,user,missed_required_action,critical,2,1622,342
L2 Domain,Vietnamese,retail,user,missed_required_action,benign,0,1622,342
L2 Domain,Vietnamese,retail,user,incorrect_interpretation,critical,5,1622,342
L2 Domain,Vietnamese,retail,user,incorrect_interpretation,benign,20,1622,342
L2 Domain,Vietnamese,retail,user,premature_termination,critical,8,1622,342
L2 Domain,Vietnamese,retail,user,premature_termination,benign,18,1622,342
L2 Domain,Vietnamese,retail,user,inconsistent_behavior,critical,39,1622,342
L2 Domain,Vietnamese,retail,user,inconsistent_behavior,benign,94,1622,342
L2 Domain,Vietnamese,retail,user,hallucination,critical,75,1622,342
L2 Domain,Vietnamese,retail,user,hallucination,benign,76,1622,342
L2 Domain,Vietnamese,retail,user,wrong_sequence,critical,0,1622,342
L2 Domain,Vietnamese,retail,user,wrong_sequence,benign,0,1622,342
L2 Domain,Vietnamese,retail,user,tool_call_argument_error,critical,0,1622,342
L2 Domain,Vietnamese,retail,user,tool_call_argument_error,benign,0,1622,342
L2 Domain,Vietnamese,retail,user,irrelevant_tool_call,critical,0,1622,342
L2 Domain,Vietnamese,retail,user,irrelevant_tool_call,benign,0,1622,342
L2 Domain,Vietnamese,retail,user,tool_call_schema_error,critical,0,1622,342
L2 Domain,Vietnamese,retail,user,tool_call_schema_error,benign,0,1622,342
L2 Domain,Vietnamese,retail,user,revealed_info_early,critical,0,1622,342
L2 Domain,Vietnamese,retail,user,revealed_info_early,benign,1,1622,342
L2 Domain,Vietnamese,retail,user,other,critical,0,1622,342
L2 Domain,Vietnamese,retail,user,other,benign,4,1622,342
L2 Domain,Vietnamese,retail,user,interruption_error,critical,0,1622,342
L2 Domain,Vietnamese,retail,user,interruption_error,benign,0,1622,342
L2 Domain,Chinese,retail,agent,outcome,critical,131,2385,342
L2 Domain,Chinese,retail,agent,outcome,benign,84,2385,342
L2 Domain,Chinese,retail,agent,outcome,correct,127,2385,342
L2 Domain,Chinese,retail,agent,guideline_violation,critical,112,2385,342
L2 Domain,Chinese,retail,agent,guideline_violation,benign,93,2385,342
L2 Domain,Chinese,retail,agent,missed_required_action,critical,98,2385,342
L2 Domain,Chinese,retail,agent,missed_required_action,benign,83,2385,342
L2 Domain,Chinese,retail,agent,incorrect_interpretation,critical,63,2385,342
L2 Domain,Chinese,retail,agent,incorrect_interpretation,benign,63,2385,342
L2 Domain,Chinese,retail,agent,premature_termination,critical,14,2385,342
L2 Domain,Chinese,retail,agent,premature_termination,benign,1,2385,342
L2 Domain,Chinese,retail,agent,inconsistent_behavior,critical,24,2385,342
L2 Domain,Chinese,retail,agent,inconsistent_behavior,benign,27,2385,342
L2 Domain,Chinese,retail,agent,hallucination,critical,9,2385,342
L2 Domain,Chinese,retail,agent,hallucination,benign,18,2385,342
L2 Domain,Chinese,retail,agent,wrong_sequence,critical,12,2385,342
L2 Domain,Chinese,retail,agent,wrong_sequence,benign,15,2385,342
L2 Domain,Chinese,retail,agent,tool_call_argument_error,critical,48,2385,342
L2 Domain,Chinese,retail,agent,tool_call_argument_error,benign,25,2385,342
L2 Domain,Chinese,retail,agent,irrelevant_tool_call,critical,1,2385,342
L2 Domain,Chinese,retail,agent,irrelevant_tool_call,benign,5,2385,342
L2 Domain,Chinese,retail,agent,tool_call_schema_error,critical,6,2385,342
L2 Domain,Chinese,retail,agent,tool_call_schema_error,benign,5,2385,342
L2 Domain,Chinese,retail,agent,revealed_info_early,critical,0,2385,342
L2 Domain,Chinese,retail,agent,revealed_info_early,benign,3,2385,342
L2 Domain,Chinese,retail,agent,other,critical,1,2385,342
L2 Domain,Chinese,retail,agent,other,benign,5,2385,342
L2 Domain,Chinese,retail,agent,interruption_error,critical,0,2385,342
L2 Domain,Chinese,retail,agent,interruption_error,benign,0,2385,342
L2 Domain,Chinese,retail,user,outcome,critical,101,1949,342
L2 Domain,Chinese,retail,user,outcome,benign,113,1949,342
L2 Domain,Chinese,retail,user,outcome,correct,128,1949,342
L2 Domain,Chinese,retail,user,guideline_violation,critical,33,1949,342
L2 Domain,Chinese,retail,user,guideline_violation,benign,31,1949,342
L2 Domain,Chinese,retail,user,missed_required_action,critical,2,1949,342
L2 Domain,Chinese,retail,user,missed_required_action,benign,3,1949,342
L2 Domain,Chinese,retail,user,incorrect_interpretation,critical,5,1949,342
L2 Domain,Chinese,retail,user,incorrect_interpretation,benign,17,1949,342
L2 Domain,Chinese,retail,user,premature_termination,critical,11,1949,342
L2 Domain,Chinese,retail,user,premature_termination,benign,12,1949,342
L2 Domain,Chinese,retail,user,inconsistent_behavior,critical,26,1949,342
L2 Domain,Chinese,retail,user,inconsistent_behavior,benign,84,1949,342
L2 Domain,Chinese,retail,user,hallucination,critical,119,1949,342
L2 Domain,Chinese,retail,user,hallucination,benign,110,1949,342
L2 Domain,Chinese,retail,user,wrong_sequence,critical,0,1949,342
L2 Domain,Chinese,retail,user,wrong_sequence,benign,0,1949,342
L2 Domain,Chinese,retail,user,tool_call_argument_error,critical,0,1949,342
L2 Domain,Chinese,retail,user,tool_call_argument_error,benign,0,1949,342
L2 Domain,Chinese,retail,user,irrelevant_tool_call,critical,0,1949,342
L2 Domain,Chinese,retail,user,irrelevant_tool_call,benign,0,1949,342
L2 Domain,Chinese,retail,user,tool_call_schema_error,critical,0,1949,342
L2 Domain,Chinese,retail,user,tool_call_schema_error,benign,0,1949,342
L2 Domain,Chinese,retail,user,revealed_info_early,critical,0,1949,342
L2 Domain,Chinese,retail,user,revealed_info_early,benign,1,1949,342
L2 Domain,Chinese,retail,user,other,critical,1,1949,342
L2 Domain,Chinese,retail,user,other,benign,3,1949,342
L2 Domain,Chinese,retail,user,interruption_error,critical,0,1949,342
L2 Domain,Chinese,retail,user,interruption_error,benign,0,1949,342
L2 Domain,Indonesian,retail,agent,outcome,critical,124,1850,342
L2 Domain,Indonesian,retail,agent,outcome,benign,76,1850,342
L2 Domain,Indonesian,retail,agent,outcome,correct,142,1850,342
L2 Domain,Indonesian,retail,agent,guideline_violation,critical,92,1850,342
L2 Domain,Indonesian,retail,agent,guideline_violation,benign,53,1850,342
L2 Domain,Indonesian,retail,agent,missed_required_action,critical,75,1850,342
L2 Domain,Indonesian,retail,agent,missed_required_action,benign,65,1850,342
L2 Domain,Indonesian,retail,agent,incorrect_interpretation,critical,50,1850,342
L2 Domain,Indonesian,retail,agent,incorrect_interpretation,benign,56,1850,342
L2 Domain,Indonesian,retail,agent,premature_termination,critical,15,1850,342
L2 Domain,Indonesian,retail,agent,premature_termination,benign,4,1850,342
L2 Domain,Indonesian,retail,agent,inconsistent_behavior,critical,12,1850,342
L2 Domain,Indonesian,retail,agent,inconsistent_behavior,benign,22,1850,342
L2 Domain,Indonesian,retail,agent,hallucination,critical,18,1850,342
L2 Domain,Indonesian,retail,agent,hallucination,benign,17,1850,342
L2 Domain,Indonesian,retail,agent,wrong_sequence,critical,19,1850,342
L2 Domain,Indonesian,retail,agent,wrong_sequence,benign,21,1850,342
L2 Domain,Indonesian,retail,agent,tool_call_argument_error,critical,39,1850,342
L2 Domain,Indonesian,retail,agent,tool_call_argument_error,benign,28,1850,342
L2 Domain,Indonesian,retail,agent,irrelevant_tool_call,critical,1,1850,342
L2 Domain,Indonesian,retail,agent,irrelevant_tool_call,benign,4,1850,342
L2 Domain,Indonesian,retail,agent,tool_call_schema_error,critical,5,1850,342
L2 Domain,Indonesian,retail,agent,tool_call_schema_error,benign,9,1850,342
L2 Domain,Indonesian,retail,agent,revealed_info_early,critical,2,1850,342
L2 Domain,Indonesian,retail,agent,revealed_info_early,benign,3,1850,342
L2 Domain,Indonesian,retail,agent,other,critical,1,1850,342
L2 Domain,Indonesian,retail,agent,other,benign,2,1850,342
L2 Domain,Indonesian,retail,agent,interruption_error,critical,0,1850,342
L2 Domain,Indonesian,retail,agent,interruption_error,benign,0,1850,342
L2 Domain,Indonesian,retail,user,outcome,critical,93,1557,342
L2 Domain,Indonesian,retail,user,outcome,benign,122,1557,342
L2 Domain,Indonesian,retail,user,outcome,correct,127,1557,342
L2 Domain,Indonesian,retail,user,guideline_violation,critical,29,1557,342
L2 Domain,Indonesian,retail,user,guideline_violation,benign,32,1557,342
L2 Domain,Indonesian,retail,user,missed_required_action,critical,2,1557,342
L2 Domain,Indonesian,retail,user,missed_required_action,benign,5,1557,342
L2 Domain,Indonesian,retail,user,incorrect_interpretation,critical,7,1557,342
L2 Domain,Indonesian,retail,user,incorrect_interpretation,benign,12,1557,342
L2 Domain,Indonesian,retail,user,premature_termination,critical,16,1557,342
L2 Domain,Indonesian,retail,user,premature_termination,benign,19,1557,342
L2 Domain,Indonesian,retail,user,inconsistent_behavior,critical,34,1557,342
L2 Domain,Indonesian,retail,user,inconsistent_behavior,benign,102,1557,342
L2 Domain,Indonesian,retail,user,hallucination,critical,76,1557,342
L2 Domain,Indonesian,retail,user,hallucination,benign,105,1557,342
L2 Domain,Indonesian,retail,user,wrong_sequence,critical,0,1557,342
L2 Domain,Indonesian,retail,user,wrong_sequence,benign,0,1557,342
L2 Domain,Indonesian,retail,user,tool_call_argument_error,critical,0,1557,342
L2 Domain,Indonesian,retail,user,tool_call_argument_error,benign,0,1557,342
L2 Domain,Indonesian,retail,user,irrelevant_tool_call,critical,0,1557,342
L2 Domain,Indonesian,retail,user,irrelevant_tool_call,benign,0,1557,342
L2 Domain,Indonesian,retail,user,tool_call_schema_error,critical,0,1557,342
L2 Domain,Indonesian,retail,user,tool_call_schema_error,benign,0,1557,342
L2 Domain,Indonesian,retail,user,revealed_info_early,critical,0,1557,342
L2 Domain,Indonesian,retail,user,revealed_info_early,benign,0,1557,342
L2 Domain,Indonesian,retail,user,other,critical,0,1557,342
L2 Domain,Indonesian,retail,user,other,benign,4,1557,342
L2 Domain,Indonesian,retail,user,interruption_error,critical,0,1557,342
L2 Domain,Indonesian,retail,user,interruption_error,benign,0,1557,342
L2 Domain,Thai,telecom,agent,outcome,critical,133,2592,342
L2 Domain,Thai,telecom,agent,outcome,benign,85,2592,342
L2 Domain,Thai,telecom,agent,outcome,correct,124,2592,342
L2 Domain,Thai,telecom,agent,guideline_violation,critical,106,2592,342
L2 Domain,Thai,telecom,agent,guideline_violation,benign,97,2592,342
L2 Domain,Thai,telecom,agent,missed_required_action,critical,166,2592,342
L2 Domain,Thai,telecom,agent,missed_required_action,benign,136,2592,342
L2 Domain,Thai,telecom,agent,incorrect_interpretation,critical,54,2592,342
L2 Domain,Thai,telecom,agent,incorrect_interpretation,benign,95,2592,342
L2 Domain,Thai,telecom,agent,premature_termination,critical,39,2592,342
L2 Domain,Thai,telecom,agent,premature_termination,benign,2,2592,342
L2 Domain,Thai,telecom,agent,inconsistent_behavior,critical,9,2592,342
L2 Domain,Thai,telecom,agent,inconsistent_behavior,benign,47,2592,342
L2 Domain,Thai,telecom,agent,hallucination,critical,5,2592,342
L2 Domain,Thai,telecom,agent,hallucination,benign,11,2592,342
L2 Domain,Thai,telecom,agent,wrong_sequence,critical,16,2592,342
L2 Domain,Thai,telecom,agent,wrong_sequence,benign,12,2592,342
L2 Domain,Thai,telecom,agent,tool_call_argument_error,critical,2,2592,342
L2 Domain,Thai,telecom,agent,tool_call_argument_error,benign,7,2592,342
L2 Domain,Thai,telecom,agent,irrelevant_tool_call,critical,2,2592,342
L2 Domain,Thai,telecom,agent,irrelevant_tool_call,benign,11,2592,342
L2 Domain,Thai,telecom,agent,tool_call_schema_error,critical,0,2592,342
L2 Domain,Thai,telecom,agent,tool_call_schema_error,benign,0,2592,342
L2 Domain,Thai,telecom,agent,revealed_info_early,critical,1,2592,342
L2 Domain,Thai,telecom,agent,revealed_info_early,benign,4,2592,342
L2 Domain,Thai,telecom,agent,other,critical,1,2592,342
L2 Domain,Thai,telecom,agent,other,benign,9,2592,342
L2 Domain,Thai,telecom,agent,interruption_error,critical,0,2592,342
L2 Domain,Thai,telecom,agent,interruption_error,benign,0,2592,342
L2 Domain,Thai,telecom,user,outcome,critical,64,3899,342
L2 Domain,Thai,telecom,user,outcome,benign,105,3899,342
L2 Domain,Thai,telecom,user,outcome,correct,173,3899,342
L2 Domain,Thai,telecom,user,guideline_violation,critical,17,3899,342
L2 Domain,Thai,telecom,user,guideline_violation,benign,46,3899,342
L2 Domain,Thai,telecom,user,missed_required_action,critical,2,3899,342
L2 Domain,Thai,telecom,user,missed_required_action,benign,12,3899,342
L2 Domain,Thai,telecom,user,incorrect_interpretation,critical,7,3899,342
L2 Domain,Thai,telecom,user,incorrect_interpretation,benign,34,3899,342
